1.78000000e+00,1.39358884e-07,3.58000000e-01
2.08000000e+00,2.42776652e-07,1.76100000e+00
2.38000000e+00,3.20685566e-07,6.23600000e+00
2.68000000e+00,4.10914722e-07,1.02900000e+01
2.98000000e+00,4.73447178e-07,1.75790000e+01
3.28000000e+00,5.43568410e-07,2.53400000e+01
3.58000000e+00,5.92286857e-07,2.97670000e+01
3.88000000e+00,6.12328722e-07,2.85690000e+01
4.18000000e+00,6.28883739e-07,2.84550000e+01
4.48000000e+00,6.25243339e-07,2.88330000e+01
1.78000000e+00,1.36596008e-07,3.23000000e-01
2.08000000e+00,2.43625153e-07,1.87500000e+00
2.38000000e+00,3.28315630e-07,6.19600000e+00
2.68000000e+00,4.07821521e-07,1.00460000e+01
2.98000000e+00,4.73841356e-07,1.66870000e+01
3.28000000e+00,5.42096806e-07,2.50850000e+01
3.58000000e+00,5.92593639e-07,2.89830000e+01
3.88000000e+00,6.10072893e-07,2.78860000e+01
4.18000000e+00,6.31194075e-07,2.89500000e+01
4.48000000e+00,6.23779930e-07,2.85460000e+01
