2.593373,0.70542,0.70542
2.620481,0.75968,0.75968
2.656626,0.79069,0.79069
2.692771,0.82170,0.8217
2.728915,0.86046,0.86046
2.756024,0.85271,0.85271
2.774096,0.81395,0.81395
2.819277,0.74418,0.74418
2.846385,0.67441,0.67441
2.873493,0.59689,0.59689
2.900602,0.54263,0.54263
2.936746,0.51162,0.51162
2.972891,0.50387,0.50387
3.000000,0.50387,0.50387
3.027108,0.50387,0.50387
3.072289,0.48837,0.48837
3.108433,0.45736,0.45736
3.144578,0.41085,0.41085
3.180722,0.35658,0.35658

