2.358433,0.75968,0.76101
2.367469,0.79069,0.79202
2.385542,0.82170,0.82702
2.403614,0.86046,0.85448
2.439759,0.85271,0.85404
2.475903,0.81395,0.81129
2.503012,0.74418,0.7475
2.530120,0.67441,0.67109
2.566265,0.59689,0.59955
2.593373,0.54263,0.54263
2.620481,0.51162,0.51295
2.656626,0.50387,0.5032
2.692771,0.50387,0.50453
2.728915,0.50387,0.50254
2.756024,0.48837,0.48837
2.774096,0.45736,0.4567
2.819277,0.41085,0.41085
2.846385,0.35658,0.35658
2.873493,0.30232,0.30498
2.900602,0.25581,0.25116
2.936746,0.19379,0.19645
2.972891,0.14728,0.14794
3.000000,0.11627,0.11561
3.027108,0.09302,0.09235
3.072289,0.07751,0.07685
3.108433,0.07751,0.0815
3.144578,0.10852,0.10276
3.180722,0.13953,0.14175
